"Lat","Lon","Site","Mean","Median","Slope","Pval","IAV","Type"
"65",-41.25,"-71.28","65",18.8394561422666,18.8265615213217,0.0576763227961359,2.43691951791106e-05,0.54770978044698,"TR"
"66",45.2,"-68.74","66",19.0720549789719,19.0367642548435,0.0193294794077812,0.0033329003128446,0.326354821403211,"TR"
"67",28.31,"-16.57","67",16.0903317062847,16.1068771941207,0.00409965912621578,0.377138202842326,0.334454699812951,"TR"
"68",42.68416667,"-2.49138889","68",20.6695738427706,20.5732243158483,-0.0351122444200001,1.74081789232782e-06,0.216379235550729,"TR"
"69",42.68,"-2.49","69",20.635853762992,20.6338176055061,-0.0354748118845859,3.18919747683228e-08,0.165519827063097,"TR"
"70",43.15,"-1.6","70",21.5204848566926,21.517462724821,-0.00230401305808887,0.353545768449924,0.173626179762849,"TR"
"71",43.15277778,"-1.59638889","71",21.7101724229171,21.6987209771814,0.00206615415058931,0.568058623631595,0.180365281068264,"TR"
"72",42.575,"-0.97009","72",18.166037679052,18.1700660729675,0.00693756034494135,0.43431144285625,0.425905091295052,"TR"
"73",51.314353,"-0.836869","73",18.3483692486794,18.2790403833807,-0.0586810699412851,0.000116035002536839,0.599581861366075,"TR"
"74",51.314353,"-0.836869","74",18.2909610357057,18.370223740506,0.0179122870091518,0.202343886578848,0.740309811397202,"TR"
"75",51.314353,"-0.836869","75",17.1163502729111,17.0289986089783,0.0217072246086956,0.00907801720573989,0.372772928771115,"TR"
"76",51.314353,"-0.836869","76",20.3686689264664,20.4949686997866,-0.00543106483160037,0.495286760297715,0.474136181275869,"TR"
"77",41.72,"2","77",17.5351124143147,17.4525197193002,-0.0185125827686501,0.0469805611166679,0.464983649030538,"TR"
"78",41.81,"2.38","78",19.2370231755986,19.3763200259463,-0.0324395537103124,0.0608169491857557,0.847517936253563,"TR"
"79",48.25,"2.4","79",18.6625078846661,18.6297768329379,0.0266631192334252,0.110838581102128,0.576309413159273,"TR"
"80",48.25,"2.4","80",19.4816282204763,19.5753868297949,0.00379292112654709,0.630995039917305,0.418756926143723,"TR"
"81",48.25,"2.4","81",19.4460931272475,19.3777741246096,0.0232725369662578,0.0810719848166418,0.50987336319662,"TR"
"82",34.53,"3.03","82",17.1304664700624,17.0712140307044,0.0306479255760125,0.00903177754860202,0.486319858126269,"TR"
"83",34.62,"3.1","83",17.3457519861014,17.3659660354514,0.0130391706482751,0.225057145151003,0.420056129111255,"TR"
"84",43.89,"7.06","84",18.153281973834,18.2921856343024,-0.0166820540489175,0.138222105360142,0.628673886556611,"TR"
"85",47.16583333,"7.26833333","85",20.7046231672643,20.6616247363276,0.00856319739802558,0.683336808799522,0.822613487916113,"TR"
"86",47.16583333,"7.26833333","86",18.648474194177,18.7264378678774,0.00891817090986197,0.610126770312758,0.60706759774575,"TR"
"87",47.16583333,"7.26833333","87",20.1552784292233,20.3364040138181,0.03684995496155,0.00478137645762339,0.621385678452969,"TR"
"88",47.16583333,"7.26833333","88",19.8993104532379,19.9804717611388,0.0294324953098768,0.00653951843615686,0.435935646329293,"TR"
"89",47.16583333,"7.26833333","89",18.0342879398262,17.9898197939329,0.0707573925307454,2.14627032101369e-05,0.625904271716176,"TR"
"90",45.78305556,"7.54777778","90",17.7864011602798,17.7670181773419,0.0190259380987278,0.0615385700470212,0.515706667183765,"TR"
"91",45.78305556,"7.54777778","91",16.2902842445306,16.3301267275205,0.0176785885009834,0.0957833728101235,0.413023780837618,"TR"
"92",45.78305556,"7.54777778","92",18.264796881841,18.3311095145233,-0.0203432116948145,0.066414908328401,0.453509209293774,"TR"
"93",45.78305556,"7.54777778","93",18.3542322809317,18.4502602749571,0.0244477329556411,0.0107889099511673,0.417155059199794,"TR"
"94",45.78305556,"7.54777778","94",17.9386283401888,17.8767397257464,-0.0142578975465546,0.221049562123566,0.544052640812431,"TR"
"95",46.3,"7.6","95",17.9250598871127,17.9160734919804,-0.00483453118375987,0.709164503862948,0.461088435767345,"TR"
"96",43.92,"7.76","96",18.6223563809234,18.77490723634,-0.0246706850639813,0.0176963560701568,0.598204157383806,"TR"
"97",44.86,"8.32","97",17.8600412519619,17.7104957364767,0.0177473799424799,0.358035170047752,0.994748149613824,"TR"
"98",42,"9","98",18.614013301542,18.5842315308339,-0.00625420114491443,0.39902352315515,0.273080400004214,"TR"
"99",46,"10","99",18.5575492631545,18.6033141003265,-0.027884425033137,1.96700763943007e-06,0.209441807491989,"TR"
"100",46,"10","100",18.1401617433517,18.2269623610406,-0.0112858309017501,0.0891983422461871,0.350432422185397,"TR"
"101",46.678149,"10.169771","101",17.9011662361449,17.9711956753692,-0.00996449083233983,0.224135675325708,0.428883647486142,"TR"
"102",46.678149,"10.169771","102",18.7462250162699,18.841472207389,-0.0308478141753302,1.15960767849666e-06,0.229373339766926,"TR"
"103",46.674994,"10.169984","103",18.4097600963606,18.4764972775742,-0.0119546416739187,0.0660283777343102,0.356818996242558,"TR"
"104",46.674994,"10.169984","104",18.3881716241375,18.3591262601974,-0.0203566486395285,5.52457044347388e-05,0.228456194022937,"TR"
"105",46.07,"10.93","105",21.6049146244819,21.6956112734074,0.0770340117985799,1.49966585209017e-05,0.847403428789403,"TR"
"106",46.07,"10.93","106",23.6229497665422,23.7584532009261,0.0285382323432669,0.0705159537062656,0.828000094608946,"TR"
"107",46.07,"10.93","107",21.9092167837697,22.0492471653574,0.0560976149674048,2.80611163972189e-06,0.637208562348523,"TR"
"108",44.29,"11.18","108",18.1928899499599,18.0446001934777,-0.0358244361623685,0.00907801720573989,0.663043254262381,"TR"
"109",47.21,"11.45","109",20.9594005074689,21.0875143870297,0.0513547296860463,8.2668106804591e-07,0.290561826270162,"TR"
"110",47.21,"11.45","110",21.2114049032412,21.2972178719575,0.0478856611299798,1.62401384689042e-07,0.264102012905547,"TR"
"111",47.21,"11.45","111",22.2665448220197,22.2281459879928,0.0318618745635261,2.3702096265102e-06,0.224105998266066,"TR"
"112",45.9,"12.42","112",20.0208221927847,20.0252826974246,0.00375603737150338,0.610126770312758,0.365925521326972,"TR"
"113",45.75,"14.03","113",19.2514788967174,19.0195369995278,-0.024597185997342,0.116091857007221,0.986327751841401,"TR"
"114",47.9,"14.44166667","114",19.2654293166505,19.2072512768866,-0.00954062042120007,0.475320239393938,0.466801678098437,"TR"
"115",47.9,"14.44166667","115",17.5853971890267,17.6392415512723,-0.0110655854320229,0.426842608795701,0.539089716821304,"TR"
"116",47.9,"14.44166667","116",16.3795999921004,16.4030213920089,0.0116693787387062,0.178313607781703,0.416185809254059,"TR"
"117",47.8,"14.44166667","117",19.5318598658179,19.4907328634745,0.00292518373837275,0.661499202661925,0.549642400397794,"TR"
"118",47.8,"14.44166667","118",18.0957627551589,18.2216672690185,-0.015544240319458,0.131521222405917,0.511321236915464,"TR"
"119",47.8,"14.44166667","119",16.9828701190149,17.0234134421453,0.0105340499894675,0.140025188681175,0.358868623919907,"TR"
"120",47.7,"14.44166667","120",18.5707735443804,18.6529253154414,0.00597207365825847,0.445956581153736,0.533366620093093,"TR"
"121",47.7,"14.44166667","121",15.4409359868952,15.4660561459384,-0.00521806904182641,0.263167756659324,0.374716605115757,"TR"
"122",59.44,"18","122",20.6368793956994,20.7089485078963,0.0117852495871146,0.338738311334395,0.537465618926629,"TR"
"123",50.2,"18.19","123",18.5558462717424,18.5845163978701,0.0026970555616392,0.678080109470603,0.336945192421973,"TR"
"124",50.9,"18.56","124",18.5044758354729,18.5664375045307,-0.0205191641876462,0.0127561170265981,0.348980532095666,"TR"
"125",50.24,"19.25","125",18.6057693910662,18.5447570594339,-0.00347631599392506,0.812508545804883,0.468691348750875,"TR"
"126",68.2,"19.8","126",18.7875877397601,18.8563145078382,-0.0431652842548331,0.000470800451258847,0.409865088688855,"TR"
"127",41.82,"23.08","127",19.2905788806337,19.3868153437546,-0.0032268301451846,0.766856768238883,0.699969096178527,"TR"
"128",42.03,"23.96","128",16.9720126759141,16.8427511106375,-0.013547513376757,0.411530151089264,0.776274446538795,"TR"
"129",68.53,"25","129",21.2701871461237,21.2895665265486,0.0159059669286485,0.0267119853796748,0.351952220012458,"TR"
"130",0.23333333,"25.25","130",21.1815363473278,21.140027432886,-0.00329717992104102,0.453662366270309,0.218934618647798,"TR"
"131",45.8,"27.02","131",18.3180900125706,18.3491059682084,-0.025122947097767,0.224135675325708,1.10454848054085,"TR"
"132",59.27,"27.3","132",21.1691293731412,21.2018741917928,0.00483420253384992,0.617392769071009,0.419489522233172,"TR"
"133",-22.38,"31.22","133",19.4634609678939,19.5354236870223,-0.039170674186679,0.00176395370097426,0.558371631654542,"TR"
"134",43.44,"81.08","134",17.7618328991145,17.854494640898,0.00379611012038542,0.733910494397011,0.479973289144037,"TR"
"135",43.44,"81.09","135",17.1078510202023,17.249396149977,-0.0156613836043926,0.23730177865,0.509344731387406,"TR"
"136",54.27,"89.62","136",18.0109887456541,17.9591702684678,-0.00260806433311486,0.909622135396189,0.772261725723957,"TR"
"137",53.43,"91.83","137",18.3312230545076,18.4313651609672,0.0056729771869217,0.759653751819333,0.6275932319703,"TR"
"138",29.5,"94","138",17.7507582829212,17.7475943289768,-0.023350646294065,0.00043607298312721,0.322062746561252,"TR"
"139",31.083937,"96.976387","139",15.3928061611653,15.4140616266214,0.0085651809551888,0.0827123834482137,0.216707478214091,"TR"
"140",31.083937,"96.976387","140",17.8777822227713,17.8663001784579,0.0263177543652389,0.00173267561605875,0.3133401929631,"TR"
"141",40.95,"100.18","141",20.958237402937,20.9399289648427,0.0146109018204016,0.0950247653926706,0.378031077190615,"TR"
"142",24.48,"100.98","142",19.7842528466293,19.8334361505244,0.00465787323066754,0.429402189834349,0.328131247841832,"TR"
"143",35.87,"104.03","143",17.3723278176559,17.3399426706495,0.02307590297185,0.0456954722167193,0.508535646892425,"TR"
"144",40.33,"117.17","144",17.8983814566959,17.8631905819942,-0.0342290791736501,3.76911823952338e-05,0.338872007105287,"TR"
"145",25.42,"117.42","145",18.0820289752238,18.1169778489901,0.0043991227120846,0.570323002920078,0.434496967220213,"TR"
"146",48.25,"120.1","146",16.9251960790224,16.7799337823016,-0.0699441377243108,0.000314274617572752,0.693748021839777,"TR"
"147",51.4505,"122.76","147",18.6970827441669,18.735303140377,-0.0116707687110097,0.088619061336881,0.357368903534251,"TR"
"148",51.3873,"123.34","148",18.3768625710963,18.4845957886882,-0.025147563981539,0.00676599093999094,0.383069249251006,"TR"
"149",35.1,"126.55","149",22.1172231037252,22.1445942046907,0.0139394812730987,0.00410493269257186,0.231712533195656,"TR"
"150",35.43,"126.76","150",22.1403951812014,22.1233010809196,-0.0161032697247874,0.00196759683990997,0.170556020896721,"TR"
"151",35.44,"126.76","151",22.1535076228551,22.1574404087435,0.0160578627265063,7.35399577295976e-06,0.110125441895822,"TR"
