Site,Lat,Lon,PFT,Year,D13C_gpp,D13C_gs,D13C_6-8,Discr_mod,Stom_mod,beta_stress,Obs
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,21.081844
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,21.60748126
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,21.41812715
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,19.45002111
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,19.15134123
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,20.24149919
480,41.78,-5.42,BDT,2002,23.23814166,22.12787437,22.12787437,photoresp,Leuning,0.211701443,18.30388765
481,56.383,-4.533,BDT,1989,24.462447,24.31868553,24.31868553,photoresp,Leuning,0.998661081,20.30092859
482,56.6,-3.8,NET,2001,24.65896612,24.84688187,24.48173141,photoresp,Leuning,1,21.77729898
483,51.44,-2.62,NDT,1993,24.22970783,24.08614922,24.08614922,photoresp,Leuning,0.994311591,21.67421746
483,51.44,-2.62,BDT,1993,24.27925542,24.15541458,24.15541458,photoresp,Leuning,0.994311591,23.36014851
483,51.44,-2.62,BDT,1993,24.27925542,24.15541458,24.15541458,photoresp,Leuning,0.994311591,22.72727273
483,51.44,-2.62,NDT,1993,24.22970783,24.08614922,24.08614922,photoresp,Leuning,0.994311591,23.46570397
484,51.6,-2.22,NDT,1994,24.17901142,23.98725891,23.98725891,photoresp,Leuning,0.958253344,19.08381265
484,51.6,-2.22,NDT,1994,24.17901142,23.98725891,23.98725891,photoresp,Leuning,0.958253344,21.49696283
485,51.77,-1.28,BDT,2000,24.24764807,24.05644035,24.05644035,photoresp,Leuning,0.966786663,20.06169666
485,51.77,-1.28,BDT,2000,24.24764807,24.05644035,24.05644035,photoresp,Leuning,0.966786663,19.85195847
485,51.77,-1.28,BDT,2000,24.24764807,24.05644035,24.05644035,photoresp,Leuning,0.966786663,21.32193967
486,51.4273,-0.564811111,BDT,2011,24.22917347,24.15895462,24.15895462,photoresp,Leuning,0.99128592,21.0957275
487,48.844,2.359591667,BDT,2011,23.84918475,23.62554169,23.62554169,photoresp,Leuning,0.99696062,20.59541836
488,43.583,3.967,BDT,1997,23.57862522,22.86553574,22.86553574,photoresp,Leuning,0.673192461,19.70689381
489,52.1,5.6,NET,2001,24.25250253,24.59671783,23.86019707,photoresp,Leuning,0.989560962,20.97829974
490,45.05,5.67,BDT,2006,23.8853576,23.41566086,23.41566086,photoresp,Leuning,0.994161169,21.2400407
491,44.07,5.83,BDT,2006,23.75920772,23.49830246,23.49830246,photoresp,Leuning,0.709023694,19.54104213
492,50.49,6.42,BDT,1992,24.05260516,23.91543198,23.91543198,photoresp,Leuning,0.997670054,20.15408938
493,48.6,7.1,BDT,2001,23.99036683,23.62222481,23.62222481,photoresp,Leuning,0.996550063,21.10632509
494,47.47,7.5,NET,1999,24.22264554,24.54171848,23.89725113,photoresp,Leuning,1,20.2398338
494,47.47,7.5,NET,1999,24.22264554,24.54171848,23.89725113,photoresp,Leuning,1,18.13516703
494,47.47,7.5,NET,1999,24.22264554,24.54171848,23.89725113,photoresp,Leuning,1,18.37555948
494,47.47,7.5,NDT,1999,24.04708062,23.9217205,23.9217205,photoresp,Leuning,1,20.79624618
494,47.47,7.5,BDT,1999,24.07333456,23.93966103,23.93966103,photoresp,Leuning,1,19.20212056
494,47.47,7.5,BDT,1999,24.07333456,23.93966103,23.93966103,photoresp,Leuning,1,20.47072378
494,47.47,7.5,BDT,1999,24.07333456,23.93966103,23.93966103,photoresp,Leuning,1,19.32779154
494,47.47,7.5,BDT,1999,24.07333456,23.93966103,23.93966103,photoresp,Leuning,1,19.30684422
494,47.47,7.5,BDT,1999,24.07333456,23.93966103,23.93966103,photoresp,Leuning,1,19.43254103
494,47.47,7.5,BDT,1999,24.07333456,23.93966103,23.93966103,photoresp,Leuning,1,20.34477084
495,47.47,7.52,BDT,2006,23.91032817,23.59192467,23.59192467,photoresp,Leuning,0.995257735,24.02506589
496,48,7.85,BDT,2006,23.99209509,23.69841003,23.69841003,photoresp,Leuning,0.99732701,21.22223158
497,48,8.4,BDT,2006,24.07020929,23.80405807,23.80405807,photoresp,Leuning,0.996756037,22.05235658
498,48.08,8.9,BDT,2006,24.01828497,23.75582504,23.75582504,photoresp,Leuning,0.994352102,21.49193706
499,50.983,9.3,BDT,2002,24.11726677,24.00085068,24.00085068,photoresp,Leuning,0.999980092,19.3478153
500,46.4,9.8,NET,1992,24.76861652,24.9723444,24.5933094,photoresp,Leuning,0.929947217,19.32407793
500,46.4,9.8,NDT,1992,24.58545654,24.70888519,24.70888519,photoresp,Leuning,0.932402154,20.26791825
501,46,9.8,NET,1992,24.19026753,24.53077316,23.6762619,photoresp,Leuning,1,16.99606364
501,46,9.8,NDT,1992,23.96216841,23.68976593,23.68976593,photoresp,Leuning,1,19.04351042
502,51.22,10.45,BDT,2006,23.98479484,23.88478851,23.88478851,photoresp,Leuning,0.912287871,21.45760175
503,51.1,10.5,BDT,2001,24.14817909,23.79362488,23.79362488,photoresp,Leuning,0.997455994,23.37632524
504,51.083,10.517,BDT,2004,24.06404674,24.00400543,24.00400543,photoresp,Leuning,0.493095388,19.37966298
504,51.083,10.517,BDT,2004,24.06404674,24.00400543,24.00400543,photoresp,Leuning,0.493095388,19.71966298
504,51.083,10.517,BDT,2004,24.06404674,24.00400543,24.00400543,photoresp,Leuning,0.493095388,19.37966298
504,51.083,10.517,BDT,2004,24.06404674,24.00400543,24.00400543,photoresp,Leuning,0.493095388,19.51966298
504,51.083,10.517,BDT,2004,24.06404674,24.00400543,24.00400543,photoresp,Leuning,0.493095388,18.01966298
504,51.083,10.517,BDT,2004,24.06404674,24.00400543,24.00400543,photoresp,Leuning,0.493095388,19.44966298
505,48.3,11.1,BDT,2006,23.85761669,23.69439316,23.69439316,photoresp,Leuning,0.917107264,22.23335121
506,44.6,11.1,NDT,2001,23.55833006,22.53395081,22.53395081,photoresp,Leuning,0.731185536,21.75104487
507,49.8,11.2,BDT,2006,23.62890681,23.36766052,23.36766052,photoresp,Leuning,0.191496179,20.58336033
508,45.9,11.3,NET,2001,24.34518005,24.66711903,23.93346024,photoresp,Leuning,1,19.68747221
509,42.37,11.53,NET,1986,23.87946748,24.20057869,23.14814949,photoresp,Leuning,0.882090986,15.54600348
509,42.37,11.53,BET,1986,23.92406502,24.21301079,23.25217056,photoresp,Leuning,0.892171264,19.23867045
509,42.37,11.53,BET,1986,23.92406502,24.21301079,23.25217056,photoresp,Leuning,0.892171264,19.02932961
509,42.37,11.53,NET,1986,23.87946748,24.20057869,23.14814949,photoresp,Leuning,0.882090986,19.2910191
509,42.37,11.53,BDT,1986,23.75942731,23.16208649,23.16208649,photoresp,Leuning,0.892171264,20.02446521
509,42.37,11.53,BDT,1986,23.75942731,23.16208649,23.16208649,photoresp,Leuning,0.892171264,20.3496144
510,55,11.6,BDT,2001,24.16315554,23.83276367,23.83276367,photoresp,Leuning,0.212401693,24.05490966
511,46.35,11.83,BET,1996,24.79830735,25.03389549,24.56430626,photoresp,Leuning,0.983382463,21.22556538
511,46.35,11.83,BDT,1996,24.73177559,24.56817818,24.56817818,photoresp,Leuning,0.983382463,22.89974017
512,42.4,11.9,BDT,2001,23.67987291,22.47425461,22.47425461,photoresp,Leuning,0.68900609,20.58142968
513,46.53,12.13,NET,1986,24.80423662,24.99910831,24.61546326,photoresp,Leuning,0.971354167,18.59152038
513,46.53,12.13,NET,1986,24.80423662,24.99910831,24.61546326,photoresp,Leuning,0.971354167,19.84787748
513,46.53,12.13,NDT,1986,24.69469285,24.62674904,24.62674904,photoresp,Leuning,0.973318319,21.10733766
514,46.33,12.32,NET,1986,24.64876205,24.90914059,24.3846035,photoresp,Leuning,1,20.58218474
514,46.33,12.32,NET,1986,24.64876205,24.90914059,24.3846035,photoresp,Leuning,1,21.10733766
514,46.33,12.32,NDT,1986,24.44711938,24.40357971,24.40357971,photoresp,Leuning,1,21.84346035
515,41.9,12.5,NET,2004,23.75827075,24.23407555,22.72597122,photoresp,Leuning,0.871155401,17.9
515,41.9,12.5,BET,2004,23.83418806,24.26337624,22.93333054,photoresp,Leuning,0.882620931,15.8
516,47,12.6,BET,1988,24.73829078,24.98739147,24.44569588,photoresp,Leuning,1,20.2432986
516,47,12.6,BET,1988,24.73829078,24.98739147,24.44569588,photoresp,Leuning,1,18.1632986
516,47,12.6,BET,1988,24.73829078,24.98739147,24.44569588,photoresp,Leuning,1,17.8232986
516,47,12.6,BDT,1988,24.48948483,24.46776199,24.46776199,photoresp,Leuning,1,19.2732986
517,50.9,13.5,NET,2001,24.20618553,24.58849716,23.5247345,photoresp,Leuning,0.346368507,19.14557016
518,46.25,14.2,NET,1992,24.27195801,24.70248604,23.84121704,photoresp,Leuning,1,18.72959152
518,46.25,14.2,NDT,1992,24.04933986,23.86504555,23.86504555,photoresp,Leuning,1,20.67901235
519,-23,15,BDT,1996,22.89064848,22.65405273,22.65405273,photoresp,Leuning,0.481369446,18.42789487
520,45.55,15.15,NET,1992,24.17224252,24.58257771,23.71232414,photoresp,Leuning,0.992776831,18.38450405
520,45.55,15.15,NDT,1992,23.93563588,23.7303524,23.7303524,photoresp,Leuning,0.993466695,20.51102699
521,-22.7,15.8,BET,1996,NA,14.05974388,12.05134869,photoresp,Leuning,0,16.53806227
521,-22.7,15.8,BDT,1996,21.79462382,21.50555229,21.50555229,photoresp,Leuning,0.193446035,17.02806227
521,-22.7,15.8,BDT,1996,21.79462382,21.50555229,21.50555229,photoresp,Leuning,0.193446035,16.55806227
522,-28.48,16.67,BDT,1999,22.87270774,22.35663605,22.35663605,photoresp,Leuning,0.221907164,20.5
522,-28.48,16.67,BDT,1999,22.87270774,22.35663605,22.35663605,photoresp,Leuning,0.221907164,17.8
523,-28.167,17,BDT,2001,23.01874955,22.83627129,22.83627129,photoresp,Leuning,0.220183417,17.42894751
523,-28.167,17,BDT,2001,23.01874955,22.83627129,22.83627129,photoresp,Leuning,0.220183417,15.22894751
523,-28.167,17,BDT,2001,23.01874955,22.83627129,22.83627129,photoresp,Leuning,0.220183417,15.92894751
523,-28.167,17,BDT,2001,23.01874955,22.83627129,22.83627129,photoresp,Leuning,0.220183417,19.52894751
523,-28.167,17,BDT,2001,23.01874955,22.83627129,22.83627129,photoresp,Leuning,0.220183417,14.52894751
523,-28.167,17,BDT,2001,23.01874955,22.83627129,22.83627129,photoresp,Leuning,0.220183417,16.22894751
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,17.8
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,15.4
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,15.5
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,18.1
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,18.2
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,14.5
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,18.9
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,18.1
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,17.5
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,15.8
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,13.8
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,18.7
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,18.1
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,14.8
524,-28.23,17.08,BDT,1999,22.44595028,21.64194489,21.64194489,photoresp,Leuning,0.214004358,16.8
525,-32.067,18.333,BET,2002,23.00685065,22.97244453,22.18745804,photoresp,Leuning,0.179023683,16.50529632
525,-32.067,18.333,BET,2002,23.00685065,22.97244453,22.18745804,photoresp,Leuning,0.179023683,17.69029632
526,49.5,18.5,NET,2001,24.31932988,24.61058807,23.90278244,photoresp,Leuning,1,20.69413991
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,18.26509415
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,18.21009415
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,19.05509415
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,17.90509415
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,19.19509415
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,17.55009415
527,-33.5,18.5,BET,2002,23.53510534,23.56664085,22.79901123,photoresp,Leuning,0.61055092,17.93509415
528,-32.5,18.5,BET,2002,23.20543658,23.10691166,22.24283791,photoresp,Leuning,0.207958971,18.90522723
528,-32.5,18.5,BET,2002,23.20543658,23.10691166,22.24283791,photoresp,Leuning,0.207958971,16.18022723
528,-32.5,18.5,BET,2002,23.20543658,23.10691166,22.24283791,photoresp,Leuning,0.207958971,18.02022723
529,-34,18.92,BET,2002,23.70189599,23.62390327,22.75793839,photoresp,Leuning,0.31641533,20.4050412
529,-34,18.92,BET,2002,23.70189599,23.62390327,22.75793839,photoresp,Leuning,0.31641533,19.8350412
529,-34,18.92,BET,2002,23.70189599,23.62390327,22.75793839,photoresp,Leuning,0.31641533,18.3300412
529,-34,18.92,BET,2002,23.70189599,23.62390327,22.75793839,photoresp,Leuning,0.31641533,17.5550412
530,-32,19,BET,2002,23.07668427,22.67687035,21.54821587,photoresp,Leuning,0.295337031,17.81530764
530,-32,19,BET,2002,23.07668427,22.67687035,21.54821587,photoresp,Leuning,0.295337031,17.80530764
531,-32.4,19.12,BET,2002,22.92982421,22.79948235,21.40957069,photoresp,Leuning,0.358395984,20.40524256
531,-32.4,19.12,BET,2002,22.92982421,22.79948235,21.40957069,photoresp,Leuning,0.358395984,19.64024256
531,-32.4,19.12,BET,2002,22.92982421,22.79948235,21.40957069,photoresp,Leuning,0.358395984,18.45524256
531,-32.4,19.12,BET,2002,22.92982421,22.79948235,21.40957069,photoresp,Leuning,0.358395984,18.70024256
532,64.3,20.42,NET,1992,24.15157085,24.96998501,23.80682945,photoresp,Leuning,0.193887129,20.28013739
532,64.3,20.42,NDT,1992,24.01134185,23.81650925,23.81650925,photoresp,Leuning,0.181291252,22.22496986
533,-32,21,BET,2002,NA,NA,18.93321037,photoresp,Leuning,0,17.31030764
533,-32,21,BET,2002,NA,NA,18.93321037,photoresp,Leuning,0,16.70530764
533,-32,21,BET,2002,NA,NA,18.93321037,photoresp,Leuning,0,15.57530764
533,-32,21,BET,2002,NA,NA,18.93321037,photoresp,Leuning,0,17.33530764
534,61.5,24.2,NET,2001,24.12893933,24.85601616,23.92118835,photoresp,Leuning,0.522719284,19.4728868
535,67.4,26.7,NET,2001,24.17148197,25.00520897,23.85457611,photoresp,Leuning,0.203947961,22.04367532
536,58.367,27.333,BDT,1999,23.69100116,23.48812103,23.48812103,photoresp,Leuning,0.363344808,20.2379857
537,-23,31.483,BET,2005,22.66688507,22.63016605,22.58524513,photoresp,Leuning,0.00189563,17.37229487
537,-23,31.483,BDT,2005,22.6218706,22.54504776,22.54504776,photoresp,Leuning,0.00189563,18.47229487
537,-23,31.483,BDT,2005,22.6218706,22.54504776,22.54504776,photoresp,Leuning,0.00189563,19.37229487
537,-23,31.483,BDT,2005,22.6218706,22.54504776,22.54504776,photoresp,Leuning,0.00189563,20.67229487
537,-23,31.483,BDT,2005,22.6218706,22.54504776,22.54504776,photoresp,Leuning,0.00189563,17.77229487
538,31.333,35,NET,2005,22.87612206,22.58162498,21.69618797,photoresp,Leuning,0.245626405,15.44686381
539,31.2,35,NET,2001,22.85648497,22.67273426,21.63293648,photoresp,Leuning,0.252033989,15.04853175
540,-0.2,37.3,BET,1988,24.19408232,24.25081062,24.25693512,photoresp,Leuning,0.941836516,16.45225787
540,-0.2,37.3,BET,1991,24.05456928,24.0714426,23.99627686,photoresp,Leuning,1,16.2
541,2.583,37.88,BDT,2005,21.70745099,21.51410675,21.51410675,photoresp,Leuning,0.036978503,19.98749638
541,2.583,37.88,BDT,2005,21.70745099,21.51410675,21.51410675,photoresp,Leuning,0.036978503,18.96149638
542,-1,40,BET,1994,NA,21.85027409,21.25768661,photoresp,Leuning,0,20.44760937
543,-16.09,47,BDT,2012,22.47024142,22.75790787,22.75790787,photoresp,Leuning,0.87744228,21.81505021
544,41.833,81.717,BDT,2007,21.66809386,20.92032051,20.92032051,photoresp,Leuning,0.219971846,18.26019456
545,29.53,82.07,NET,1994,24.64047412,24.66324139,24.62197113,photoresp,Leuning,0.976410449,18.01727853
545,29.53,82.07,NDT,1994,24.61377132,24.63957787,24.63957787,photoresp,Leuning,0.978424946,21.25513366
545,29.53,82.07,NET,1994,24.64047412,24.66324139,24.62197113,photoresp,Leuning,0.976410449,19.34555915
546,41.817,82.283,BDT,2007,21.54303791,20.73265457,20.73265457,photoresp,Leuning,0.225420058,19.39015138
547,44.533,85.733,BDT,2007,21.89060057,20.52061081,20.52061081,photoresp,Leuning,0.166939422,18.53742224
548,44.217,86.617,BDT,2007,22.37396572,21.10330391,21.10330391,photoresp,Leuning,0.174410939,19.44658314
549,69.4,88.28,NET,1992,24.7085616,25.30824375,24.52778244,photoresp,Leuning,0.918293814,17.94563979
549,69.4,88.28,NDT,1992,24.61061269,24.5338192,24.5338192,photoresp,Leuning,0.924387515,19.70337023
550,69.48,88.38,NET,1992,24.7085616,25.30824375,24.52778244,photoresp,Leuning,0.918293814,17.45497805
550,69.48,88.38,NDT,1992,24.61061269,24.5338192,24.5338192,photoresp,Leuning,0.924387515,20.47953589
551,43.417,94.167,BDT,2007,23.37943454,22.9957943,22.9957943,photoresp,Leuning,0.074669858,18.22445026
552,43.267,94.833,BDT,2007,22.66363615,22.53735352,22.53735352,photoresp,Leuning,0.323573858,17.31404905
553,40.533,95.833,BDT,2007,21.5856542,20.73562813,20.73562813,photoresp,Leuning,0.264863372,17.48667439
554,40.367,95.85,BDT,2007,21.62358561,20.7136116,20.7136116,photoresp,Leuning,0.166582684,16.77622337
555,39.517,99.9,BDT,2007,22.06214239,21.44988251,21.44988251,photoresp,Leuning,0.189709996,17.10390922
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,16.96
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,19.4
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,17.61
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,16.99
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,21.11
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,19.36
556,39.333,100.192,BDT,2004,22.0666884,21.37865448,21.37865448,photoresp,Leuning,0.098805053,17.81
557,39.033,100.467,BDT,2007,22.24631881,21.59862328,21.59862328,photoresp,Leuning,0.120641068,19.73258835
558,38.783,100.6,BDT,2007,23.17581608,22.68416595,22.68416595,photoresp,Leuning,0.077836079,19.27190528
559,30.82,102.98,NET,1992,24.69024032,24.73961163,24.53326035,photoresp,Leuning,1,19.48332203
559,30.82,102.98,NDT,1992,24.57474991,24.5506649,24.5506649,photoresp,Leuning,1,20.20669443
559,30.82,102.98,NDT,1992,24.57474991,24.5506649,24.5506649,photoresp,Leuning,1,20.49003271
560,36.167,103.583,BDT,2007,23.23002204,22.77296638,22.77296638,photoresp,Leuning,0.179390634,18.98473384
561,36.267,103.817,BDT,2007,23.23002204,22.77296638,22.77296638,photoresp,Leuning,0.179390634,19.08500853
562,36.65,104.05,BDT,2007,23.03051203,22.64557648,22.64557648,photoresp,Leuning,0.188620706,18.75606034
563,37.433,104.917,BDT,2007,22.81409644,22.45079994,22.45079994,photoresp,Leuning,0.153283959,19.00820889
564,37.35,105.133,BDT,2007,22.75469415,22.3473587,22.3473587,photoresp,Leuning,0.154382959,18.12798127
565,37.45,105.217,BDT,2007,22.75469415,22.3473587,22.3473587,photoresp,Leuning,0.154382959,19.55825551
566,38.6,105.633,BDT,2007,22.40694976,22.00642776,22.00642776,photoresp,Leuning,0.03200883,17.88140495
567,39.017,105.65,BDT,2007,22.24560246,21.69639587,21.69639587,photoresp,Leuning,0.154572542,19.44254465
568,38.333,106.433,BDT,2007,22.32637183,21.69312096,21.69312096,photoresp,Leuning,0.083908781,18.95067452
569,38.117,106.6,BDT,2007,22.53239564,22.10218239,22.10218239,photoresp,Leuning,0.156235601,19.52008323
570,34.817,108.033,NET,2007,23.96829372,24.05947304,23.2612648,photoresp,Leuning,0.199871709,19.49562384
570,34.817,108.033,BET,2007,23.96091048,24.05365086,23.26675415,photoresp,Leuning,0.19307369,19.31562384
570,34.817,108.033,BDT,2007,23.58330584,23.21096992,23.21096992,photoresp,Leuning,0.19307369,17.87562384
570,34.817,108.033,BDT,2007,23.58330584,23.21096992,23.21096992,photoresp,Leuning,0.19307369,18.31562384
570,34.817,108.033,BDT,2007,23.58330584,23.21096992,23.21096992,photoresp,Leuning,0.19307369,20.08562384
570,34.817,108.033,BDT,2007,23.58330584,23.21096992,23.21096992,photoresp,Leuning,0.19307369,19.83562384
570,34.817,108.033,BDT,2007,23.58330584,23.21096992,23.21096992,photoresp,Leuning,0.19307369,18.74562384
570,34.817,108.033,BDT,2007,23.58330584,23.21096992,23.21096992,photoresp,Leuning,0.19307369,19.42562384
571,34.267,108.067,NET,2007,23.85403493,23.90146065,22.98025131,photoresp,Leuning,0.203293816,19.18411222
571,34.267,108.067,BDT,2007,23.61739605,22.93410492,22.93410492,photoresp,Leuning,0.193662041,17.12411222
571,34.267,108.067,BDT,2007,23.61739605,22.93410492,22.93410492,photoresp,Leuning,0.193662041,20.02411222
571,34.267,108.067,BDT,2007,23.61739605,22.93410492,22.93410492,photoresp,Leuning,0.193662041,22.42411222
572,33.433,108.433,NET,2007,24.14477655,24.27945328,23.686203,photoresp,Leuning,0.417303244,21.05182096
572,33.433,108.433,BET,2007,24.15434125,24.28246975,23.68579865,photoresp,Leuning,0.389763474,19.35182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,22.54182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,21.56182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,21.64182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,21.79182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,22.27182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,19.87182096
572,33.433,108.433,BDT,2007,23.92796435,23.64274025,23.64274025,photoresp,Leuning,0.389763474,18.70182096
573,36.067,108.533,NET,2007,23.78740127,23.98308182,22.93122864,photoresp,Leuning,0.118432218,20.52905912
573,36.067,108.533,BET,2007,23.80958919,23.99259186,22.93796921,photoresp,Leuning,0.108276013,18.79905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.06905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.18905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.00905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,18.65905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.60905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.97905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,18.77905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,20.75905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,17.46905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.71905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,18.79905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,18.67905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,18.67905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,20.12905912
573,36.067,108.533,BDT,2007,23.35702484,22.90403938,22.90403938,photoresp,Leuning,0.108276013,19.55905912
573,36.067,108.533,NDT,2007,NA,22.93122864,22.93122864,photoresp,Leuning,0,20.09905912
573,36.067,108.533,NDT,2007,NA,22.93122864,22.93122864,photoresp,Leuning,0,19.85905912
574,31.6163889,108.6725,NET,2013,24.2799996,24.39166546,23.82049942,photoresp,Leuning,1,16.50726839
575,31.732136,108.813983,NET,2000,24.33674024,24.45116806,24.0460453,photoresp,Leuning,1,16.80926777
576,35.05,109.133,NET,2007,24.04411903,24.1514883,23.39907074,photoresp,Leuning,0.177863248,20.12626427
576,35.05,109.133,BET,2007,24.03612918,24.13543892,23.39793777,photoresp,Leuning,0.167239225,19.33626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,16.80626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,19.34626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,17.54626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,20.33626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,18.57626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,20.11626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,17.93626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,19.07626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,18.48626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,19.26626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,17.64626427
576,35.05,109.133,BDT,2007,23.77724854,23.35946655,23.35946655,photoresp,Leuning,0.167239225,20.37626427
